type,ts,symbol_id,mid,account_id,side
Q,1700000001806,0,1.105418,,
Q,1700000001806,1,150.001086,,
T,1700000001806,0,,144,1
Q,1700000001807,0,1.105421,,
Q,1700000001807,1,149.996607,,
T,1700000001807,1,,117,-1
Q,1700000001808,0,1.105427,,
Q,1700000001808,1,149.998670,,
T,1700000001808,1,,61,1
Q,1700000001809,0,1.105424,,
Q,1700000001809,1,149.999752,,
T,1700000001809,0,,162,-1
Q,1700000001810,0,1.105431,,
Q,1700000001810,1,150.000681,,
T,1700000001810,0,,279,-1
Q,1700000001811,0,1.105433,,
Q,1700000001811,1,149.999372,,
T,1700000001811,0,,145,-1
Q,1700000001812,0,1.105434,,
Q,1700000001812,1,149.998757,,
T,1700000001812,1,,111,1
Q,1700000001813,0,1.105441,,
Q,1700000001813,1,150.001745,,
T,1700000001813,1,,206,-1
Q,1700000001814,0,1.105440,,
Q,1700000001814,1,149.997540,,
T,1700000001814,1,,172,1
Q,1700000001815,0,1.105442,,
Q,1700000001815,1,149.999869,,
T,1700000001815,0,,27,1
Q,1700000001816,0,1.105446,,
Q,1700000001816,1,149.998871,,
T,1700000001816,0,,154,1
Q,1700000001817,0,1.105451,,
Q,1700000001817,1,149.998079,,
T,1700000001817,1,,280,-1
Q,1700000001818,0,1.105456,,
Q,1700000001818,1,149.998542,,
T,1700000001818,1,,68,-1
Q,1700000001819,0,1.105456,,
Q,1700000001819,1,149.999073,,
T,1700000001819,0,,161,1
Q,1700000001820,0,1.105460,,
Q,1700000001820,1,150.000127,,
T,1700000001820,1,,41,1
Q,1700000001821,0,1.105461,,
Q,1700000001821,1,149.997930,,
T,1700000001821,1,,6,1
Q,1700000001822,0,1.105468,,
Q,1700000001822,1,149.997699,,
T,1700000001822,0,,41,-1
Q,1700000001823,0,1.105469,,
Q,1700000001823,1,149.998578,,
T,1700000001823,0,,271,-1
Q,1700000001824,0,1.105470,,
Q,1700000001824,1,149.998349,,
T,1700000001824,1,,183,1
Q,1700000001825,0,1.105473,,
Q,1700000001825,1,149.998553,,
T,1700000001825,0,,101,1
Q,1700000001826,0,1.105476,,
Q,1700000001826,1,150.001826,,
T,1700000001826,0,,27,1
Q,1700000001827,0,1.105478,,
Q,1700000001827,1,150.001074,,
T,1700000001827,0,,76,-1
Q,1700000001828,0,1.105486,,
Q,1700000001828,1,150.000011,,
T,1700000001828,0,,110,1
Q,1700000001829,0,1.105485,,
Q,1700000001829,1,150.000331,,
T,1700000001829,0,,8,1
Q,1700000001830,0,1.105491,,
Q,1700000001830,1,150.001439,,
T,1700000001830,1,,252,-1
Q,1700000001831,0,1.105494,,
Q,1700000001831,1,150.002159,,
T,1700000001831,0,,264,-1
Q,1700000001832,0,1.105497,,
Q,1700000001832,1,150.001374,,
T,1700000001832,1,,148,-1
Q,1700000001833,0,1.105500,,
Q,1700000001833,1,150.000671,,
T,1700000001833,0,,29,1
Q,1700000001834,0,1.105502,,
Q,1700000001834,1,150.000089,,
T,1700000001834,0,,83,-1
Q,1700000001835,0,1.105506,,
Q,1700000001835,1,150.000421,,
T,1700000001835,0,,81,-1
Q,1700000001836,0,1.105511,,
Q,1700000001836,1,149.999006,,
T,1700000001836,0,,298,1
Q,1700000001837,0,1.105512,,
Q,1700000001837,1,150.000113,,
T,1700000001837,0,,70,1
Q,1700000001838,0,1.105516,,
Q,1700000001838,1,149.997813,,
T,1700000001838,1,,68,1
Q,1700000001839,0,1.105517,,
Q,1700000001839,1,149.998606,,
T,1700000001839,1,,241,-1
Q,1700000001840,0,1.105519,,
Q,1700000001840,1,150.000667,,
T,1700000001840,1,,276,1
Q,1700000001841,0,1.105520,,
Q,1700000001841,1,149.998725,,
T,1700000001841,1,,184,-1
Q,1700000001842,0,1.105525,,
Q,1700000001842,1,149.998823,,
T,1700000001842,1,,108,-1
Q,1700000001843,0,1.105530,,
Q,1700000001843,1,149.999621,,
T,1700000001843,1,,201,-1
Q,1700000001844,0,1.105532,,
Q,1700000001844,1,149.997487,,
T,1700000001844,1,,170,-1
Q,1700000001845,0,1.105534,,
Q,1700000001845,1,150.000329,,
T,1700000001845,0,,152,-1
Q,1700000001846,0,1.105539,,
Q,1700000001846,1,150.001728,,
T,1700000001846,1,,58,-1
Q,1700000001847,0,1.105543,,
Q,1700000001847,1,149.999722,,
T,1700000001847,0,,154,1
Q,1700000001848,0,1.105547,,
Q,1700000001848,1,149.999945,,
T,1700000001848,0,,6,-1
Q,1700000001849,0,1.105545,,
Q,1700000001849,1,150.000475,,
T,1700000001849,0,,201,1
Q,1700000001850,0,1.105549,,
Q,1700000001850,1,150.001286,,
T,1700000001850,1,,291,1
Q,1700000001851,0,1.105556,,
Q,1700000001851,1,150.001581,,
T,1700000001851,0,,276,-1
Q,1700000001852,0,1.105557,,
Q,1700000001852,1,149.997041,,
T,1700000001852,1,,170,1
Q,1700000001853,0,1.105560,,
Q,1700000001853,1,150.002296,,
T,1700000001853,0,,275,1
Q,1700000001854,0,1.105562,,
Q,1700000001854,1,150.000241,,
T,1700000001854,0,,46,1
Q,1700000001855,0,1.105563,,
Q,1700000001855,1,150.000941,,
T,1700000001855,1,,56,1
Q,1700000001856,0,1.105568,,
Q,1700000001856,1,150.000980,,
T,1700000001856,1,,100,1
Q,1700000001857,0,1.105572,,
Q,1700000001857,1,149.999383,,
T,1700000001857,1,,128,-1
Q,1700000001858,0,1.105574,,
Q,1700000001858,1,149.999829,,
T,1700000001858,1,,55,1
Q,1700000001859,0,1.105577,,
Q,1700000001859,1,149.998236,,
T,1700000001859,1,,169,1
Q,1700000001860,0,1.105581,,
Q,1700000001860,1,150.000596,,
T,1700000001860,0,,283,-1
Q,1700000001861,0,1.105581,,
Q,1700000001861,1,150.001273,,
T,1700000001861,0,,93,-1
Q,1700000001862,0,1.105583,,
Q,1700000001862,1,150.000482,,
T,1700000001862,0,,210,1
Q,1700000001863,0,1.105587,,
Q,1700000001863,1,150.002032,,
T,1700000001863,1,,17,-1
Q,1700000001864,0,1.105590,,
Q,1700000001864,1,149.998981,,
T,1700000001864,0,,88,-1
Q,1700000001865,0,1.105595,,
Q,1700000001865,1,150.001486,,
T,1700000001865,0,,204,-1
Q,1700000001866,0,1.105595,,
Q,1700000001866,1,149.997825,,
T,1700000001866,1,,203,1
Q,1700000001867,0,1.105599,,
Q,1700000001867,1,150.001609,,
T,1700000001867,0,,259,-1
Q,1700000001868,0,1.105603,,
Q,1700000001868,1,150.001225,,
T,1700000001868,1,,34,-1
Q,1700000001869,0,1.105605,,
Q,1700000001869,1,150.003383,,
T,1700000001869,1,,138,1
Q,1700000001870,0,1.105609,,
Q,1700000001870,1,149.998708,,
T,1700000001870,1,,177,-1
Q,1700000001871,0,1.105616,,
Q,1700000001871,1,149.998625,,
T,1700000001871,0,,227,-1
Q,1700000001872,0,1.105617,,
Q,1700000001872,1,149.999556,,
T,1700000001872,0,,3,1
Q,1700000001873,0,1.105619,,
Q,1700000001873,1,150.001268,,
T,1700000001873,0,,166,1
Q,1700000001874,0,1.105622,,
Q,1700000001874,1,150.000288,,
T,1700000001874,0,,188,1
Q,1700000001875,0,1.105626,,
Q,1700000001875,1,149.999976,,
T,1700000001875,1,,178,-1
Q,1700000001876,0,1.105630,,
Q,1700000001876,1,149.999859,,
T,1700000001876,0,,191,-1
Q,1700000001877,0,1.105631,,
Q,1700000001877,1,149.999325,,
T,1700000001877,0,,159,-1
Q,1700000001878,0,1.105636,,
Q,1700000001878,1,149.999663,,
T,1700000001878,1,,29,-1
Q,1700000001879,0,1.105640,,
Q,1700000001879,1,149.998294,,
T,1700000001879,0,,44,-1
Q,1700000001880,0,1.105639,,
Q,1700000001880,1,150.003044,,
T,1700000001880,1,,242,1
Q,1700000001881,0,1.105641,,
Q,1700000001881,1,149.999397,,
T,1700000001881,0,,53,1
Q,1700000001882,0,1.105648,,
Q,1700000001882,1,150.000008,,
T,1700000001882,1,,202,1
Q,1700000001883,0,1.105650,,
Q,1700000001883,1,149.998825,,
T,1700000001883,0,,251,1
Q,1700000001884,0,1.105656,,
Q,1700000001884,1,150.001405,,
T,1700000001884,1,,218,-1
Q,1700000001885,0,1.105654,,
Q,1700000001885,1,149.999856,,
T,1700000001885,1,,223,1
Q,1700000001886,0,1.105657,,
Q,1700000001886,1,149.999786,,
T,1700000001886,0,,224,-1
Q,1700000001887,0,1.105662,,
Q,1700000001887,1,149.999852,,
T,1700000001887,1,,299,1
Q,1700000001888,0,1.105664,,
Q,1700000001888,1,149.998253,,
T,1700000001888,1,,295,-1
Q,1700000001889,0,1.105667,,
Q,1700000001889,1,150.001610,,
T,1700000001889,0,,49,1
Q,1700000001890,0,1.105668,,
Q,1700000001890,1,150.000709,,
T,1700000001890,0,,13,1
Q,1700000001891,0,1.105674,,
Q,1700000001891,1,149.997446,,
T,1700000001891,1,,63,-1
Q,1700000001892,0,1.105677,,
Q,1700000001892,1,150.001357,,
T,1700000001892,0,,203,-1
Q,1700000001893,0,1.105677,,
Q,1700000001893,1,149.999200,,
T,1700000001893,0,,106,1
Q,1700000001894,0,1.105682,,
Q,1700000001894,1,150.000306,,
T,1700000001894,1,,142,-1
Q,1700000001895,0,1.105686,,
Q,1700000001895,1,150.000653,,
T,1700000001895,1,,219,-1
Q,1700000001896,0,1.105686,,
Q,1700000001896,1,150.000610,,
T,1700000001896,1,,208,1
Q,1700000001897,0,1.105688,,
Q,1700000001897,1,150.000746,,
T,1700000001897,0,,241,-1
Q,1700000001898,0,1.105693,,
Q,1700000001898,1,150.000410,,
T,1700000001898,0,,198,1
Q,1700000001899,0,1.105698,,
Q,1700000001899,1,150.001149,,
T,1700000001899,1,,289,-1
Q,1700000001900,0,1.105699,,
Q,1700000001900,1,150.000207,,
T,1700000001900,0,,108,-1
Q,1700000001901,0,1.105704,,
Q,1700000001901,1,150.003166,,
T,1700000001901,1,,228,1
Q,1700000001902,0,1.105707,,
Q,1700000001902,1,149.998570,,
T,1700000001902,0,,257,-1
Q,1700000001903,0,1.105709,,
Q,1700000001903,1,149.999686,,
T,1700000001903,0,,169,1
Q,1700000001904,0,1.105715,,
Q,1700000001904,1,149.998348,,
T,1700000001904,1,,263,1
Q,1700000001905,0,1.105717,,
Q,1700000001905,1,149.999258,,
T,1700000001905,0,,253,-1
Q,1700000001906,0,1.105721,,
Q,1700000001906,1,149.997924,,
T,1700000001906,0,,282,1
Q,1700000001907,0,1.105721,,
Q,1700000001907,1,149.997766,,
T,1700000001907,1,,167,-1
Q,1700000001908,0,1.105720,,
Q,1700000001908,1,149.998137,,
T,1700000001908,1,,207,1
Q,1700000001909,0,1.105729,,
Q,1700000001909,1,149.998493,,
T,1700000001909,1,,75,1
Q,1700000001910,0,1.105731,,
Q,1700000001910,1,149.999953,,
T,1700000001910,0,,133,-1
Q,1700000001911,0,1.105732,,
Q,1700000001911,1,149.998618,,
T,1700000001911,0,,148,1
Q,1700000001912,0,1.105733,,
Q,1700000001912,1,149.997650,,
T,1700000001912,1,,291,-1
Q,1700000001913,0,1.105737,,
Q,1700000001913,1,150.000753,,
T,1700000001913,1,,71,-1
Q,1700000001914,0,1.105741,,
Q,1700000001914,1,149.998349,,
T,1700000001914,0,,292,-1
Q,1700000001915,0,1.105746,,
Q,1700000001915,1,150.001846,,
T,1700000001915,1,,23,1
Q,1700000001916,0,1.105749,,
Q,1700000001916,1,150.001901,,
T,1700000001916,1,,50,-1
Q,1700000001917,0,1.105754,,
Q,1700000001917,1,150.000796,,
T,1700000001917,1,,19,1
Q,1700000001918,0,1.105754,,
Q,1700000001918,1,149.997540,,
T,1700000001918,0,,230,-1
Q,1700000001919,0,1.105756,,
Q,1700000001919,1,150.000351,,
T,1700000001919,0,,50,-1
Q,1700000001920,0,1.105764,,
Q,1700000001920,1,149.998066,,
T,1700000001920,1,,161,-1
Q,1700000001921,0,1.105763,,
Q,1700000001921,1,149.999339,,
T,1700000001921,0,,84,-1
Q,1700000001922,0,1.105766,,
Q,1700000001922,1,149.999592,,
T,1700000001922,0,,229,1
Q,1700000001923,0,1.105769,,
Q,1700000001923,1,149.998143,,
T,1700000001923,0,,259,1
Q,1700000001924,0,1.105772,,
Q,1700000001924,1,149.996902,,
T,1700000001924,1,,204,1
Q,1700000001925,0,1.105776,,
Q,1700000001925,1,149.998759,,
T,1700000001925,1,,31,-1
Q,1700000001926,0,1.105778,,
Q,1700000001926,1,150.000319,,
T,1700000001926,1,,63,-1
Q,1700000001927,0,1.105777,,
Q,1700000001927,1,149.998466,,
T,1700000001927,0,,123,-1
Q,1700000001928,0,1.105779,,
Q,1700000001928,1,149.999986,,
T,1700000001928,1,,156,-1
Q,1700000001929,0,1.105785,,
Q,1700000001929,1,149.999504,,
T,1700000001929,1,,150,-1
Q,1700000001930,0,1.105793,,
Q,1700000001930,1,150.002618,,
T,1700000001930,0,,180,-1
Q,1700000001931,0,1.105794,,
Q,1700000001931,1,150.000946,,
T,1700000001931,1,,97,-1
Q,1700000001932,0,1.105793,,
Q,1700000001932,1,149.999909,,
T,1700000001932,1,,209,1
Q,1700000001933,0,1.105801,,
Q,1700000001933,1,150.000583,,
T,1700000001933,0,,284,1
Q,1700000001934,0,1.105804,,
Q,1700000001934,1,149.998306,,
T,1700000001934,1,,270,1
Q,1700000001935,0,1.105808,,
Q,1700000001935,1,150.000195,,
T,1700000001935,0,,254,-1
Q,1700000001936,0,1.105807,,
Q,1700000001936,1,149.999900,,
T,1700000001936,1,,19,1
Q,1700000001937,0,1.105811,,
Q,1700000001937,1,150.000460,,
T,1700000001937,1,,93,1
Q,1700000001938,0,1.105813,,
Q,1700000001938,1,150.002046,,
T,1700000001938,1,,172,-1
Q,1700000001939,0,1.105815,,
Q,1700000001939,1,149.999126,,
T,1700000001939,0,,115,1
Q,1700000001940,0,1.105817,,
Q,1700000001940,1,149.999796,,
T,1700000001940,1,,10,-1
Q,1700000001941,0,1.105820,,
Q,1700000001941,1,149.997781,,
T,1700000001941,1,,17,-1
Q,1700000001942,0,1.105828,,
Q,1700000001942,1,149.999596,,
T,1700000001942,1,,150,1
Q,1700000001943,0,1.105831,,
Q,1700000001943,1,149.997427,,
T,1700000001943,1,,140,1
Q,1700000001944,0,1.105831,,
Q,1700000001944,1,150.001859,,
T,1700000001944,0,,287,-1
Q,1700000001945,0,1.105837,,
Q,1700000001945,1,150.000963,,
T,1700000001945,0,,103,1
Q,1700000001946,0,1.105834,,
Q,1700000001946,1,150.000672,,
T,1700000001946,1,,190,1
Q,1700000001947,0,1.105840,,
Q,1700000001947,1,150.002677,,
T,1700000001947,1,,192,1
Q,1700000001948,0,1.105844,,
Q,1700000001948,1,149.997923,,
T,1700000001948,0,,59,1
Q,1700000001949,0,1.105851,,
Q,1700000001949,1,150.000946,,
T,1700000001949,0,,4,-1
Q,1700000001950,0,1.105850,,
Q,1700000001950,1,149.998570,,
T,1700000001950,1,,214,1
Q,1700000001951,0,1.105851,,
Q,1700000001951,1,150.000125,,
T,1700000001951,0,,103,-1
Q,1700000001952,0,1.105856,,
Q,1700000001952,1,149.999482,,
T,1700000001952,0,,16,1
Q,1700000001953,0,1.105861,,
Q,1700000001953,1,149.998475,,
T,1700000001953,0,,139,-1
Q,1700000001954,0,1.105864,,
Q,1700000001954,1,150.002550,,
T,1700000001954,1,,285,-1
Q,1700000001955,0,1.105862,,
Q,1700000001955,1,149.999368,,
T,1700000001955,1,,191,-1
Q,1700000001956,0,1.105867,,
Q,1700000001956,1,149.999299,,
T,1700000001956,0,,61,1
Q,1700000001957,0,1.105871,,
Q,1700000001957,1,149.998145,,
T,1700000001957,0,,238,-1
Q,1700000001958,0,1.105874,,
Q,1700000001958,1,150.000493,,
T,1700000001958,1,,278,-1
Q,1700000001959,0,1.105880,,
Q,1700000001959,1,150.001590,,
T,1700000001959,1,,79,1
Q,1700000001960,0,1.105880,,
Q,1700000001960,1,149.998712,,
T,1700000001960,1,,116,-1
Q,1700000001961,0,1.105887,,
Q,1700000001961,1,150.000136,,
T,1700000001961,0,,123,-1
Q,1700000001962,0,1.105886,,
Q,1700000001962,1,149.998431,,
T,1700000001962,0,,180,-1
Q,1700000001963,0,1.105889,,
Q,1700000001963,1,149.998021,,
T,1700000001963,1,,89,-1
Q,1700000001964,0,1.105893,,
Q,1700000001964,1,149.999780,,
T,1700000001964,0,,79,1
Q,1700000001965,0,1.105895,,
Q,1700000001965,1,149.999644,,
T,1700000001965,0,,34,-1
Q,1700000001966,0,1.105899,,
Q,1700000001966,1,149.998638,,
T,1700000001966,0,,209,-1
Q,1700000001967,0,1.105900,,
Q,1700000001967,1,150.001462,,
T,1700000001967,1,,266,-1
Q,1700000001968,0,1.105905,,
Q,1700000001968,1,150.000653,,
T,1700000001968,1,,126,-1
Q,1700000001969,0,1.105907,,
Q,1700000001969,1,149.997982,,
T,1700000001969,0,,226,1
Q,1700000001970,0,1.105912,,
Q,1700000001970,1,149.999946,,
T,1700000001970,1,,59,1
Q,1700000001971,0,1.105919,,
Q,1700000001971,1,149.999634,,
T,1700000001971,1,,149,-1
Q,1700000001972,0,1.105915,,
Q,1700000001972,1,150.000658,,
T,1700000001972,1,,157,1
Q,1700000001973,0,1.105921,,
Q,1700000001973,1,150.000115,,
T,1700000001973,0,,45,1
Q,1700000001974,0,1.105925,,
Q,1700000001974,1,149.998377,,
T,1700000001974,0,,242,1
Q,1700000001975,0,1.105921,,
Q,1700000001975,1,149.999968,,
T,1700000001975,1,,141,-1
Q,1700000001976,0,1.105928,,
Q,1700000001976,1,150.000200,,
T,1700000001976,1,,271,-1
Q,1700000001977,0,1.105931,,
Q,1700000001977,1,149.998789,,
T,1700000001977,0,,69,-1
Q,1700000001978,0,1.105931,,
Q,1700000001978,1,150.002116,,
T,1700000001978,1,,222,1
Q,1700000001979,0,1.105937,,
Q,1700000001979,1,149.997711,,
T,1700000001979,1,,95,-1
Q,1700000001980,0,1.105938,,
Q,1700000001980,1,150.001162,,
T,1700000001980,1,,13,-1
Q,1700000001981,0,1.105945,,
Q,1700000001981,1,149.997183,,
T,1700000001981,0,,212,1
Q,1700000001982,0,1.105943,,
Q,1700000001982,1,149.998014,,
T,1700000001982,1,,49,1
Q,1700000001983,0,1.105950,,
Q,1700000001983,1,149.999041,,
T,1700000001983,0,,115,1
Q,1700000001984,0,1.105955,,
Q,1700000001984,1,149.997945,,
T,1700000001984,0,,172,1
Q,1700000001985,0,1.105955,,
Q,1700000001985,1,150.002379,,
T,1700000001985,0,,93,1
Q,1700000001986,0,1.105958,,
Q,1700000001986,1,150.001069,,
T,1700000001986,1,,177,1
Q,1700000001987,0,1.105963,,
Q,1700000001987,1,150.000020,,
T,1700000001987,1,,107,-1
Q,1700000001988,0,1.105961,,
Q,1700000001988,1,149.999922,,
T,1700000001988,1,,62,1
Q,1700000001989,0,1.105968,,
Q,1700000001989,1,149.998983,,
T,1700000001989,0,,32,-1
Q,1700000001990,0,1.105970,,
Q,1700000001990,1,150.000086,,
T,1700000001990,0,,134,-1
Q,1700000001991,0,1.105972,,
Q,1700000001991,1,149.998445,,
T,1700000001991,0,,202,-1
Q,1700000001992,0,1.105976,,
Q,1700000001992,1,149.999992,,
T,1700000001992,0,,225,-1
Q,1700000001993,0,1.105979,,
Q,1700000001993,1,149.998384,,
T,1700000001993,1,,254,-1
Q,1700000001994,0,1.105981,,
Q,1700000001994,1,149.997818,,
T,1700000001994,0,,160,1
Q,1700000001995,0,1.105986,,
Q,1700000001995,1,150.001978,,
T,1700000001995,1,,48,1
Q,1700000001996,0,1.105987,,
Q,1700000001996,1,150.000537,,
T,1700000001996,0,,72,1
Q,1700000001997,0,1.105988,,
Q,1700000001997,1,150.002285,,
T,1700000001997,0,,208,-1
Q,1700000001998,0,1.105998,,
Q,1700000001998,1,150.000525,,
T,1700000001998,0,,82,1
Q,1700000001999,0,1.105997,,
Q,1700000001999,1,150.001339,,
T,1700000001999,0,,69,1
Q,1700000002000,0,1.105999,,
Q,1700000002000,1,149.998735,,
T,1700000002000,0,,92,-1
Q,1700000002001,0,1.106002,,
Q,1700000002001,1,150.002733,,
T,1700000002001,1,,264,1
Q,1700000002002,0,1.106004,,
Q,1700000002002,1,149.999168,,
T,1700000002002,1,,20,1
Q,1700000002003,0,1.106008,,
Q,1700000002003,1,149.999759,,
T,1700000002003,0,,246,1
Q,1700000002004,0,1.106015,,
Q,1700000002004,1,149.997313,,
T,1700000002004,1,,171,1
Q,1700000002005,0,1.106012,,
Q,1700000002005,1,149.999023,,
T,1700000002005,1,,17,-1
Q,1700000002006,0,1.106015,,
Q,1700000002006,1,149.999480,,
T,1700000002006,0,,31,1
Q,1700000002007,0,1.106026,,
Q,1700000002007,1,149.999496,,
T,1700000002007,1,,133,1
Q,1700000002008,0,1.106029,,
Q,1700000002008,1,150.000902,,
T,1700000002008,1,,24,1
Q,1700000002009,0,1.106026,,
Q,1700000002009,1,149.997832,,
T,1700000002009,0,,65,1
Q,1700000002010,0,1.106029,,
Q,1700000002010,1,150.000700,,
T,1700000002010,0,,281,1
Q,1700000002011,0,1.106034,,
Q,1700000002011,1,150.000359,,
T,1700000002011,0,,9,1
Q,1700000002012,0,1.106037,,
Q,1700000002012,1,150.000477,,
T,1700000002012,0,,210,1
Q,1700000002013,0,1.106039,,
Q,1700000002013,1,150.000310,,
T,1700000002013,1,,6,1
Q,1700000002014,0,1.106042,,
Q,1700000002014,1,149.999551,,
T,1700000002014,0,,130,-1
Q,1700000002015,0,1.106044,,
Q,1700000002015,1,149.999906,,
T,1700000002015,0,,235,1
Q,1700000002016,0,1.106053,,
Q,1700000002016,1,150.001943,,
T,1700000002016,1,,253,1
Q,1700000002017,0,1.106048,,
Q,1700000002017,1,150.000874,,
T,1700000002017,1,,202,1
Q,1700000002018,0,1.106054,,
Q,1700000002018,1,150.001134,,
T,1700000002018,1,,257,1
Q,1700000002019,0,1.106059,,
Q,1700000002019,1,149.998472,,
T,1700000002019,0,,58,-1
Q,1700000002020,0,1.106059,,
Q,1700000002020,1,149.998807,,
T,1700000002020,1,,113,-1
Q,1700000002021,0,1.106065,,
Q,1700000002021,1,149.999677,,
T,1700000002021,1,,25,1
Q,1700000002022,0,1.106068,,
Q,1700000002022,1,150.000663,,
T,1700000002022,1,,279,-1
Q,1700000002023,0,1.106071,,
Q,1700000002023,1,150.001224,,
T,1700000002023,1,,275,1
Q,1700000002024,0,1.106071,,
Q,1700000002024,1,150.000718,,
T,1700000002024,1,,214,-1
Q,1700000002025,0,1.106074,,
Q,1700000002025,1,149.999432,,
T,1700000002025,0,,200,1
Q,1700000002026,0,1.106078,,
Q,1700000002026,1,150.003117,,
T,1700000002026,0,,94,1
Q,1700000002027,0,1.106082,,
Q,1700000002027,1,150.000235,,
T,1700000002027,1,,183,1
Q,1700000002028,0,1.106082,,
Q,1700000002028,1,149.999156,,
T,1700000002028,1,,179,1
Q,1700000002029,0,1.106085,,
Q,1700000002029,1,149.999661,,
T,1700000002029,1,,175,1
Q,1700000002030,0,1.106088,,
Q,1700000002030,1,150.002769,,
T,1700000002030,0,,185,1
Q,1700000002031,0,1.106096,,
Q,1700000002031,1,149.998255,,
T,1700000002031,1,,213,-1
Q,1700000002032,0,1.106097,,
Q,1700000002032,1,149.998850,,
T,1700000002032,1,,8,1
Q,1700000002033,0,1.106101,,
Q,1700000002033,1,149.997597,,
T,1700000002033,1,,212,-1
Q,1700000002034,0,1.106103,,
Q,1700000002034,1,149.998842,,
T,1700000002034,0,,206,-1
Q,1700000002035,0,1.106105,,
Q,1700000002035,1,149.999744,,
T,1700000002035,0,,37,-1
Q,1700000002036,0,1.106107,,
Q,1700000002036,1,149.999765,,
T,1700000002036,0,,276,-1
Q,1700000002037,0,1.106109,,
Q,1700000002037,1,150.001279,,
T,1700000002037,0,,273,-1
Q,1700000002038,0,1.106113,,
Q,1700000002038,1,150.001306,,
T,1700000002038,1,,202,1
Q,1700000002039,0,1.106118,,
Q,1700000002039,1,150.000320,,
T,1700000002039,1,,183,1
Q,1700000002040,0,1.106120,,
Q,1700000002040,1,150.000024,,
T,1700000002040,1,,280,-1
Q,1700000002041,0,1.106123,,
Q,1700000002041,1,150.002086,,
T,1700000002041,1,,169,1
Q,1700000002042,0,1.106127,,
Q,1700000002042,1,149.997562,,
T,1700000002042,1,,23,1
Q,1700000002043,0,1.106129,,
Q,1700000002043,1,149.997030,,
T,1700000002043,0,,108,-1
Q,1700000002044,0,1.106132,,
Q,1700000002044,1,150.000905,,
T,1700000002044,1,,192,-1
Q,1700000002045,0,1.106136,,
Q,1700000002045,1,149.999179,,
T,1700000002045,1,,125,-1
Q,1700000002046,0,1.106134,,
Q,1700000002046,1,149.999147,,
T,1700000002046,0,,233,1
Q,1700000002047,0,1.106142,,
Q,1700000002047,1,150.001474,,
T,1700000002047,1,,17,-1
Q,1700000002048,0,1.106143,,
Q,1700000002048,1,149.999718,,
T,1700000002048,0,,193,-1
Q,1700000002049,0,1.106149,,
Q,1700000002049,1,149.998722,,
T,1700000002049,0,,171,1
Q,1700000002050,0,1.106148,,
Q,1700000002050,1,150.001918,,
T,1700000002050,1,,213,1
Q,1700000002051,0,1.106150,,
Q,1700000002051,1,150.001923,,
T,1700000002051,1,,246,1
Q,1700000002052,0,1.106160,,
Q,1700000002052,1,150.000411,,
T,1700000002052,1,,146,1
Q,1700000002053,0,1.106158,,
Q,1700000002053,1,150.001358,,
T,1700000002053,0,,97,-1
Q,1700000002054,0,1.106163,,
Q,1700000002054,1,149.996678,,
T,1700000002054,0,,68,1
Q,1700000002055,0,1.106166,,
Q,1700000002055,1,150.002006,,
T,1700000002055,1,,278,-1
Q,1700000002056,0,1.106168,,
Q,1700000002056,1,149.999585,,
T,1700000002056,1,,86,1
Q,1700000002057,0,1.106173,,
Q,1700000002057,1,150.000121,,
T,1700000002057,1,,101,1
Q,1700000002058,0,1.106178,,
Q,1700000002058,1,149.999567,,
T,1700000002058,1,,74,1
Q,1700000002059,0,1.106180,,
Q,1700000002059,1,149.998958,,
T,1700000002059,0,,187,1
Q,1700000002060,0,1.106179,,
Q,1700000002060,1,149.999882,,
T,1700000002060,0,,236,-1
Q,1700000002061,0,1.106183,,
Q,1700000002061,1,149.998980,,
T,1700000002061,0,,133,1
Q,1700000002062,0,1.106188,,
Q,1700000002062,1,150.003166,,
T,1700000002062,1,,50,-1
Q,1700000002063,0,1.106190,,
Q,1700000002063,1,149.999019,,
T,1700000002063,0,,258,1
Q,1700000002064,0,1.106192,,
Q,1700000002064,1,149.998829,,
T,1700000002064,1,,220,-1
Q,1700000002065,0,1.106195,,
Q,1700000002065,1,149.997756,,
T,1700000002065,0,,150,-1
Q,1700000002066,0,1.106197,,
Q,1700000002066,1,150.000492,,
T,1700000002066,1,,51,1
Q,1700000002067,0,1.106201,,
Q,1700000002067,1,149.999082,,
T,1700000002067,1,,205,-1
Q,1700000002068,0,1.106199,,
Q,1700000002068,1,150.002671,,
T,1700000002068,1,,232,1
Q,1700000002069,0,1.106207,,
Q,1700000002069,1,149.998760,,
T,1700000002069,1,,144,-1
Q,1700000002070,0,1.106210,,
Q,1700000002070,1,149.996874,,
T,1700000002070,0,,82,1
Q,1700000002071,0,1.106213,,
Q,1700000002071,1,149.997869,,
T,1700000002071,0,,273,1
Q,1700000002072,0,1.106217,,
Q,1700000002072,1,149.998342,,
T,1700000002072,0,,105,-1
Q,1700000002073,0,1.106219,,
Q,1700000002073,1,149.995626,,
T,1700000002073,1,,77,1
Q,1700000002074,0,1.106225,,
Q,1700000002074,1,149.999976,,
T,1700000002074,1,,29,-1
Q,1700000002075,0,1.106225,,
Q,1700000002075,1,149.999832,,
T,1700000002075,0,,255,-1
Q,1700000002076,0,1.106226,,
Q,1700000002076,1,149.999434,,
T,1700000002076,0,,93,-1
Q,1700000002077,0,1.106230,,
